#,WCAid,Nome,Competizioni
1,2017DUMM01,Matteo Dummar,26
2,2012CANT02,Simone Cantarelli,9
3,2009PROV01,Matteo Provasi,8
4,2011TRON02,Sebastiano Tronto,7
5,2009SANT01,Simone Santarsiero,6
6,2016GAMM01,Vincenzo Maria Gammino,5
,2021MARI04,Paolo Marino,5
,2022MAIS01,Giovanni Maistrello,5
9,2022CEJK01,David Cejka,4
,2022ROSS02,Fabio Rossi,4
11,2008SIMO02,Nicolò Simone,3
,2017GUID01,Carolina Guidetti,3
,2020TOMA01,Fabian Tomasović,3
,2022CHOU02,Joaquin Mejia Choussy,3
,2022LAUR05,Louis Thomas Lauria,3
16,2009COLO03,Matteo Colombo,2
,2009ROTA01,Marco Rota,2
,2018ARNE04,Davide Arnesano,2
,2021MARC02,Pietro Marchica,2
,2021OTTA01,Lorenzo Ottaviani,2
,2022BOLD01,Loris Boldi,2
,2022LALL01,Luka Di Lallo,2
,2022MANZ01,Levi Manzoni,2
,2022POZZ01,Alessio Pozzoli,2
,2022TOMA02,Ugo Numa Tomat,2
26,2012CAPP01,Gabriele Cappelletti,1
,2013GALL03,Julian Galliano,1
,2014MAUR06,Lorenzo Mauro,1
,2014PRES01,Manel Prestieri,1
,2017PILL04,Lorenzo Pillon,1
,2017ROSA09,Bruno Rosa,1
,2018LOCA01,Valerio Locatelli,1
,2018RICC02,Alessandro Ricci,1
,2018SCAL03,Piernicola Scalzi,1
,2019CORO04,Giacomo Daniele Corò,1
,2019CRIP01,Jordan Crippa,1
,2019GIOR02,Marco Giordano,1
,2019MAZZ01,Nicola Mazza,1
,2019MAZZ02,Pietro Mazza,1
,2020GENN01,Daniele Gennara,1
,2020GUAR01,Marco Guarasci,1
,2020MARC01,Simone Marcellini,1
,2021FIOR01,Mikael Fiore,1
,2021GALA01,Riccardo Galanti,1
,2021LAZZ01,Andrea Lazzarin,1
,2021MAGE01,Alessandro Magenis,1
,2021MARC01,Falco Marchi,1
,2021MARC03,Chiara Marcucci,1
,2021PINT01,Nathan Pintus,1
,2021SALE01,Sofia Saletnich,1
,2021SIRO01,Maximus Diego Sironi,1
,2021ZANG01,Alessandro Zangolini,1
,2022BARC02,Luca Barchietto,1
,2022BERT02,Matteo Bertoglio,1
,2022BONO02,Davide Bonomi,1
,2022BOSO02,Nicolo Bosoni,1
,2022BOTT03,Rafael Bottacchi,1
,2022FARI06,Francesco Abel Farina,1
,2022FARI07,Giulio Nandor Farina,1
,2022GHED01,Gabriele Ghedina,1
,2022GIUL01,Luca Giuliano,1
,2022GIUL02,Sasha Giuliano,1
,2022GUZZ02,Christian Guzzo,1
,2022KOVA01,Ryan Kovacs,1
,2022KURT04,Manuel Kurti,1
,2022LAGH02,Eleonora Laghi,1
,2022LARB01,Nesreddine Hadj Larbi,1
,2022LOCO01,Andre Mottin Locoselli,1
,2022MACC01,Evan Maccagnan,1
,2022MARA07,Simone Marascio,1
,2022MARI21,Eren Alessio Marino,1
,2022MARS02,Federico Marsala,1
,2022PARM04,Maja Parma,1
,2022POZZ02,Francesco Pozzoli,1
,2022PUPP01,Arianna Puppin,1
,2022PUPP02,Diego Puppin,1
,2022QUAR01,Olmo Quarantini,1
,2022ROTA01,Francesco Rotasperti,1
,2022SEER01,Nivethan Seeralan,1
,2022SHEH01,Alexander Shehu,1
,2022TERR06,Omar Terracciano,1
,2022TOMM01,Anna Tommasi,1
,2022UBBI01,Mattia Ubbiali,1
,2022VASC04,Lorenzo Vasconcelli,1
,2022VIEL01,Sebastian Arcia Viele,1
,2022ZAIN02,Jacopo Zaino,1
,2022ZANN01,Nicola Oscar Zanna,1
