#,WCAid,Nome,Competizioni
1,2007POLI01,Lorenzo Vigani Poli,8
2,2008ZOFF01,Tommaso Zoffoli,4
,2014PIZZ02,Christian Pizzasegola,4
4,2013MANO03,Alessandro Manopulo,3
,2014PRES01,Manel Prestieri,3
6,2009PROV01,Matteo Provasi,2
,2015FERR01,Stefano Ferrari,2
,2015PIZZ01,Federico Pizzini,2
9,2008CIRN01,Fabrizio Cirnigliaro,1
,2009CONT01,Giovanni Contardi,1
,2011BARB03,Nicola Barbaro,1
,2011TRON02,Sebastiano Tronto,1
,2013FURL01,Mattia Furlan,1
,2014MAUR06,Lorenzo Mauro,1
,2015BILO01,Daria Bilokon,1
,2015ESTR03,Rafaela Estrada,1
,2015TOMB02,Camilla Tombari,1
