#,WCAid,Nome,Competizioni
,2023CALI02,Andrea Caliaro,1
,2023CAMA12,Matteo Camassa,1
,2023CORB06,Lorenzo Corbelli,1
,2023COST01,Francesco Costa,1
,2023DALD01,Daniel Daldon,1
,2023DANT01,Michel D'Antoni,1
,2023DELL03,Leonardo Liu Dell'Era,1
,2023DRUS02,Lorenza Drusian,1
,2023FISS01,Andrea Fissi,1
,2023FRAN36,Samuele Franchi,1
,2023FREN10,Luca Freni,1
,2023GARR20,Valentino Garrone,1
,2023GHEZ01,Leonardo Ghezzi,1
,2023MAGN08,Federico Magno,1
,2023MASI04,Matteo Masi,1
,2023PASS02,Alessio Passerini,1
,2023PRIS04,Thomas Prisco,1
,2023QUIS12,Francesco Dylan Napan Quispe,1
,2023RANN01,Luca Rannisi,1
,2023RIEZ01,Tiziano Riezzo,1
,2023RONZ02,Isaias Nahuel Ronzoni,1
,2023SALA29,Alessandro Sala,1
,2023SIGN01,Lorenzo Signorelli,1
,2023TRAP04,Alessandro Trapanese,1
,2023VALL02,Giona Della Valle,1
,2023VIRG02,Diego Virgilli,1
,2023ZANO04,Martino Zanoni,1
,2024ABBO02,Alessandro Abbondanza,1
,2024ANDR27,Tommaso Andreis,1
,2024BACI02,Sebastian Baciuca,1
,2024BAGN01,Leonardo Bagnobianchi,1
,2024BALD05,Andrea Baldo,1
,2024BESI01,Elia Besio,1
,2024BETT03,Marco Bettoni,1
,2024BOSI01,Lorenzo Bosio,1
,2024BRAM01,Mattia Brambilla,1
,2024CAPP02,Nicola Cappelli,1
,2024CHAV17,Pedro Chavez,1
,2024FIOR02,Michele Fiore,1
,2024FRIG01,Alice M. Frigerio,1
,2024FURB01,Michele Furbesco,1
,2024GARR03,Giovanni Garrone,1
,2024GIGL01,Matteo Gigli,1
,2024GIUF01,Salvatore Giuffrida,1
,2024GUAG01,Filip Guagliardo,1
,2024LUCA08,Nicholas De Luca,1
,2024MALA05,Loris Malavasi,1
,2024MANA10,Leonardo Manara,1
,2024MAUC02,Simone Maucci,1
,2024MESR01,Yassine Mesraoui,1
,2024PANE01,Nicolas Panella,1
,2024PEDO01,Aurelio Pedote,1
,2024PEPE01,Lorenzo Pepe,1
,2024PICC01,Riccardo Piccoli,1
,2024PIRO02,Zeno Piroli,1
,2024PRIM01,Lorenzo Primavera,1
,2024RAMA15,Elio Ramazza,1
,2024RUST01,Nour Rustemy,1
,2024SACC01,Rocco Sacca,1
,2024SBER01,Nicola Sberlati,1
,2024SERP02,Samuele Serpelloni,1
,2024SPAT01,Marco Spataru,1
,2024TAMB03,Tommaso Tamburino,1
