#,WCAid,Nome,Competizioni
1,2007POLI01,Lorenzo Vigani Poli,6
2,2008BRAN01,Filippo Brancaleoni,3
,2008ZOFF01,Tommaso Zoffoli,3
,2014PRES01,Manel Prestieri,3
5,2009CONT01,Giovanni Contardi,2
,2009MORI05,Paolo Moriello,2
,2013FURL01,Mattia Furlan,2
,2013MANO03,Alessandro Manopulo,2
9,2008LOMB01,Pasquale Lombardozzi,1
,2009IOVA01,Massimiliano Iovane,1
,2012CANT02,Simone Cantarelli,1
,2012RUSS01,Carlotta Russo,1
,2013ANSE01,Alberto Anselmo,1
,2013GUAR02,Lorenzo Guarini,1
,2013QUAG01,Luca Quaglia,1
,2014PIZZ02,Christian Pizzasegola,1
