#,WCAid,Nome,Anno,Oro,Argento,Bronzo,Totale
1,2019RIGO01,Mattia Rigo,2024,11,1,0,12
2,2014MAUR06,Lorenzo Mauro,2018,9,1,0,10
3,2019RIGO01,Mattia Rigo,2023,8,1,2,11
4,2014MAUR06,Lorenzo Mauro,2023,7,1,1,9
5,2011TRON02,Sebastiano Tronto,2017,7,0,0,7
6,2011TRON02,Sebastiano Tronto,2019,6,1,0,7
7,2014MAUR06,Lorenzo Mauro,2022,6,0,1,7
8,2008CIRN01,Fabrizio Cirnigliaro,2011,4,2,3,9
9,2014MAUR06,Lorenzo Mauro,2017,4,1,3,8
10,2009COLO03,Matteo Colombo,2012,4,1,0,5
,2012PLAC01,Gianluca Placenti,2016,4,1,0,5
12,2018SCAL02,Claudio Fabrizio Scalia,2025,4,0,1,5
13,2009COLO03,Matteo Colombo,2013,4,0,0,4
,2011TRON02,Sebastiano Tronto,2014,4,0,0,4
,2011TRON02,Sebastiano Tronto,2015,4,0,0,4
,2011TRON02,Sebastiano Tronto,2016,4,0,0,4
,2019RIGO01,Mattia Rigo,2025,4,0,0,4
18,2022RIPO01,Riccardo Ripoldi,2024,3,4,3,10
19,2009ROTA01,Marco Rota,2025,3,3,1,7
20,2019RIGO01,Mattia Rigo,2022,3,2,2,7
21,2008CIRN01,Fabrizio Cirnigliaro,2013,3,2,0,5
,2023DANT01,Michel D'Antoni,2025,3,2,0,5
23,2009ROTA01,Marco Rota,2023,3,1,5,9
24,2022RIPO01,Riccardo Ripoldi,2025,3,1,3,7
25,2009COLO03,Matteo Colombo,2015,3,1,1,5
26,2009COLO03,Matteo Colombo,2010,3,1,0,4
,2011TRON02,Sebastiano Tronto,2018,3,1,0,4
28,2021PAND01,Alessio Pandin,2025,2,3,0,5
29,2007POLI01,Lorenzo Vigani Poli,2018,2,2,5,9
30,2007POLI01,Lorenzo Vigani Poli,2019,2,2,2,6
31,2011TRON02,Sebastiano Tronto,2022,2,2,1,5
32,2009COLO03,Matteo Colombo,2014,2,2,0,4
,2018LOCA01,Valerio Locatelli,2025,2,2,0,4
34,2007POLI01,Lorenzo Vigani Poli,2014,2,1,2,5
35,2009DIMP01,Mariano D'Imperio,2011,2,1,1,4
,2017DUMM01,Matteo Dummar,2019,2,1,1,4
