#,WCAid,Nome,Competizioni
1,2009ROTA01,Marco Rota,29
2,2009PROV01,Matteo Provasi,28
3,2012CANT02,Simone Cantarelli,26
4,2021GASP01,Elisa Gasperotti,25
5,2012CAPP01,Gabriele Cappelletti,21
,2019SART01,Daniel Sartori,21
,2020TOMA01,Fabian Tomasović,21
8,2021MARI04,Paolo Marino,20
9,2018LOCA01,Valerio Locatelli,19
10,2019VALL10,Tea Raimondi Vallesi,18
11,2019CORO04,Giacomo Daniele Corò,16
,2021SALE01,Sofia Saletnich,16
13,2019GIOR02,Marco Giordano,15
,2021NOVI01,Alessia Novizio,15
15,2012PLAC01,Gianluca Placenti,14
,2018RIMI01,Flavio Rimi,14
,2019RIGO01,Mattia Rigo,14
,2021ZANG01,Alessandro Zangolini,14
,2022BRED02,Alessandro Breda,14
,2022MACC01,Evan Maccagnan,14
,2022PISC01,Giovanni Pische,14
22,2012NICO02,Alessandro Nicolì,13
,2014MAUR06,Lorenzo Mauro,13
,2014RAPO01,Tommaso Raposio,13
,2021ITAL02,Manfredi Italiano,13
26,2017TENU01,Enrico Tenuti,12
,2020GUAR01,Marco Guarasci,12
,2021MARC03,Chiara Marcucci,12
29,2018CENT02,Giovanni Centili,11
,2021GALI02,Carlo Galimberti,11
,2023CREA02,Christian Crea,11
32,2015FAVA01,Alessandro Fava,10
,2016BROW06,Edoardo Brown,10
,2018ARNE04,Davide Arnesano,10
,2021CALZ01,Alessandro Calzoni,10
,2021MAGG02,Matteo Maggiali,10
,2022CERR01,Luca Cerrato,10
,2022FORT01,Mongol Forti,10
,2022PALM02,Francesco Palma,10
,2023GIOR01,Edoardo Giordano,10
,2023POOL01,Gabriel Pooli,10
,2023VALL04,Stefano Della Valle,10
43,2016GAMM01,Vincenzo Maria Gammino,9
,2020GENN01,Daniele Gennara,9
,2021PAND01,Alessio Pandin,9
,2022CECC01,Christian Ceccaroni,9
,2022TALA03,Valentina Trinca Talalin,9
,2023COST01,Francesco Costa,9
,2023FISS01,Andrea Fissi,9
,2023POLI03,Riccardo Polignano,9
51,2017DUMM01,Matteo Dummar,8
,2022BUSS03,Filippo Bussoni,8
,2022CORB03,Leonardo Corbelli,8
,2022COSI02,Flavio Cosimi,8
,2022LODI01,Riccardo Lodi,8
,2022PRET04,Federico Preti,8
,2022RIZZ04,Daniele Rizzo,8
,2023ERRA01,Edoardo Erra,8
59,2009COLO03,Matteo Colombo,7
,2011ANNE01,Edoardo Annesi,7
,2017BRAS01,Luca Brasini,7
,2017CASA09,Alessandro Casarin,7
,2018MAGG01,Valerio Maggi,7
,2018RICC02,Alessandro Ricci,7
,2019CRIP01,Jordan Crippa,7
,2019PAOL02,Federico De Paoli,7
,2021HUEB01,Noemi Hueber,7
,2021MAGE01,Alessandro Magenis,7
,2021NARB01,Dario Angelo Narbone,7
,2021PARO01,Matteo Parodi,7
,2021PINT01,Nathan Pintus,7
,2022CHIA13,Federico Chiarello,7
,2022COSI01,Paolo Cosimi,7
,2022FUSE01,Daniele Fusella,7
,2022LESC02,Sebastiano Leschiutta,7
,2022MANT03,Alberto Mantovani,7
,2022POZZ01,Alessio Pozzoli,7
,2022RANN01,Rocco Rannisi,7
,2022RIPO01,Riccardo Ripoldi,7
,2022VIBE01,Damiano Viberti,7
,2022ZANC01,Nicola Zancanella,7
,2023FABI01,Andrea Fabi,7
83,2009SANT01,Simone Santarsiero,6
,2016PAOL01,Damiano Di Paola,6
,2017BONO02,Matteo Bonotto,6
,2017MARC08,Andrea Marconato,6
,2019AMAT01,Giacomo Amati,6
,2019DONA03,Yuri Donati,6
,2019MAZZ01,Nicola Mazza,6
,2019MAZZ02,Pietro Mazza,6
,2022ACCO01,Ettore Rolando Accossato,6
,2022BALD01,Leonardo Baldo,6
,2022CASE04,Chiara Scalera Caserza,6
,2022CERI01,Leonardo Cerizzi,6
,2022CERI03,Paolo Eros Cerizzi,6
,2022FIAM01,Enea Fiammenghi,6
,2022FRAT01,Simone Dalle Fratte,6
,2022VILL27,Pietro Villa,6
,2023CATA02,Francesco Catalano,6
,2023DANT01,Michel D'Antoni,6
