#,WCAid,Nome,Competizioni
1,2007POLI01,Lorenzo Vigani Poli,9
2,2009MORI05,Paolo Moriello,8
,2009PROV01,Matteo Provasi,8
,2011MINI01,Marco Minici,8
5,2008SIMO01,Riccardo Simone,7
,2009ROTA01,Marco Rota,7
,2011ACCO01,Giulia Accorsi,7
,2013AZZI01,Davide Azzini,7
9,2008BRAN01,Filippo Brancaleoni,6
,2008CIRN01,Fabrizio Cirnigliaro,6
,2008ZOFF01,Tommaso Zoffoli,6
,2009COLO03,Matteo Colombo,6
,2010MAYE01,Michael Volpe Mayerle,6
,2011BASA01,Federico Basanese,6
15,2008SANT01,Andrea Santambrogio,5
,2009SANT01,Simone Santarsiero,5
,2010SARD01,Andrea Lo Sardo,5
,2012BERE01,Andrea Beretta,5
,2012MAZZ02,Matteo Mazzini,5
,2012ORTU01,Federico Ortu,5
,2012SIMO01,Alessandro Simone,5
,2013GALL03,Julian Galliano,5
23,2009BEVA01,Stefano Bevacqua,4
,2009DIMP01,Mariano D'Imperio,4
,2010GAMB01,Gabriele Gambino,4
,2010MAZZ01,Paolo Mazzei,4
,2011CECC01,Miriana Cecchi,4
,2011VERD01,Andrew Verducci,4
,2012FERR06,Davide Ferraro,4
,2013MANO03,Alessandro Manopulo,4
31,2008SIMO02,Nicolò Simone,3
,2009GRAV01,Lorenzo Gravina,3
,2009IOVA01,Massimiliano Iovane,3
,2010CHAN14,Letian Mattia Chang,3
,2010QUAG01,Damiano Quagliotto,3
,2011BARB03,Nicola Barbaro,3
,2011MONT02,Kevin Montano,3
,2011MOSC01,Andrea Moscatello,3
,2012CANT02,Simone Cantarelli,3
,2012LARO01,Marco Larotonda,3
,2012PLAC01,Gianluca Placenti,3
,2012SIGN01,Marco Signorini,3
,2012STEL01,Alessandro Stella,3
,2013GUAR02,Lorenzo Guarini,3
,2013RABI02,Davide Rabito,3
,2013RABI03,Fabio Rabito,3
47,2006ALBA01,Cristiano Alba,2
,2008IAMO01,Marco Iamonte,2
,2009MANZ01,Luigi Manzo,2
,2009MONT01,Walter Antonio Monti,2
,2010BELO01,Marco Belotti,2
,2010SAPI01,Giuseppe Sapia,2
,2011ANNE01,Edoardo Annesi,2
,2011MERL01,Davide Merli,2
,2011VIOL01,Federico Viola,2
,2011ZORZ01,Stefano Zorzi,2
,2012COST05,Filippo Costa,2
,2012DAMI01,Michele Damiano,2
,2012GALE01,Luca Galeazzo,2
,2012TREN01,Alessandro Trenta,2
,2013GARU01,Michele Garuti,2
,2013GIAN01,Eros Gianaria,2
,2013MACA01,Francesco Macaluso,2
,2013MORA04,Mirko Morati,2
,2013PASU01,Raphael Pasuto,2
,2013PICC01,Matteo Piccapietra,2
,2013PILA01,Riccardo Pilan,2
,2013PLAC01,Chiara Placenti,2
,2013QUAG01,Luca Quaglia,2
,2013RAVA01,Daniele Ravasio,2
,2013SEBA02,Alessandro Sebastiani,2
,2013SPAD01,Luciano Spada,2
,2013VENI01,Daniele Venier,2
74,2007CHIM01,Giulio Chiminelli,1
,2008MONT04,Andrea Egidio Monti,1
,2008ROSS01,Paolo Rosson,1
,2009CONT01,Giovanni Contardi,1
,2009GIOS01,Andrea Di Giosaffatte,1
,2009TESS01,Giovanni Tessari,1
,2010CARA01,Francesco Carannante,1
,2010FRAN04,Mattia Francardi,1
,2010PAUL02,Cesare Paulin,1
,2010VESC01,Gianluca Veschi,1
,2011BONI01,Luca Bonisoli,1
,2011GALA01,Filippo Galasso,1
,2011MALA01,Sofia Malatesta,1
,2011TROI01,Antonio Troiano,1
,2011TRON02,Sebastiano Tronto,1
,2011VALE03,Matteo Valentini,1
,2012ALBA02,Gianluca Alba,1
,2012BONA01,Riccardo Bonanomi,1
,2012CAPP01,Gabriele Cappelletti,1
,2012CELL01,Federico Celli,1
,2012MUSO01,Luca Musone,1
,2012NICO02,Alessandro Nicolì,1
,2012PICC01,Angelo Piccolella,1
,2012RUSS01,Carlotta Russo,1
,2012SILV28,Riccardo Silvestri,1
,2013ACCO01,Ilaria Accorsi,1
,2013ANTI01,Marco Antinori,1
,2013BENE01,Federico De Benedetto,1
,2013CADE01,Alessandro Cadei,1
,2013CAPP02,Francesco Cappelletti,1
,2013CARO02,Alessandro Carota,1
,2013CONT05,Omar Contin,1
,2013DANG01,Lorenzo D'angelo,1
,2013DISA01,Edoardo Disarò,1
,2013FANT02,Marcello Fantuzzi,1
,2013FARC01,Diego Eustachio Farchione,1
,2013FERR11,Davide Ferrara,1
,2013FURL01,Mattia Furlan,1
,2013FUSC01,Annarita Fusco,1
,2013GAGL01,Nicolas Gagliardi,1
,2013GAND02,Roland Gandini,1
,2013LAZZ01,Marco Lazzarin,1
,2013MARS03,Luca Marseglia,1
,2013MOND02,Felice Mondo,1
,2013MORE06,Luigi Moretti,1
,2013PANT03,Alessandro Pantano,1
,2013ROMA04,Elia Roma,1
,2013SCIP01,Davide Scipioni,1
,2013SOLI02,Alessandro Solito,1
,2013TRAM03,Giovanni Tramontano,1
,2013TREV01,Eros Trevisiol,1
,2013VIOL01,Valentina Violante,1
,2013ZACC01,Giorgio Zaccaria,1
,2013ZORL01,Lorenzo Zorloni,1
