#,WCAid,Nome,Oro,Argento,Bronzo,Totale
1,2021MARI04,Paolo Marino,46,21,8,75
2,2019SART01,Daniel Sartori,27,26,12,65
3,2018RIMI01,Flavio Rimi,20,12,11,43
4,2018LOCA01,Valerio Locatelli,20,8,7,35
5,2021SALE01,Sofia Saletnich,19,18,14,51
6,2016GAMM01,Vincenzo Maria Gammino,19,16,10,45
7,2021CALZ01,Alessandro Calzoni,18,3,6,27
8,2022RIPO01,Riccardo Ripoldi,12,9,5,26
9,2024RICC01,Riccardo Fiumefreddo,11,12,7,30
10,2022CORB03,Leonardo Corbelli,10,11,6,27
11,2019CORO04,Giacomo Daniele Corò,9,2,10,21
12,2022CHIA12,Ismaele Chiarella,9,1,4,14
13,2014MAUR06,Lorenzo Mauro,8,16,8,32
14,2021ZANG01,Alessandro Zangolini,8,14,18,40
15,2021MARC03,Chiara Marcucci,8,5,5,18
16,2012NICO02,Alessandro Nicolì,7,13,13,33
17,2023EMIL02,Matteo Emiliani,7,6,8,21
18,2011TRON02,Sebastiano Tronto,7,3,6,16
19,2021ITAL02,Manfredi Italiano,7,1,1,9
20,2017TENU01,Enrico Tenuti,6,8,12,26
21,2009ROTA01,Marco Rota,6,7,8,21
22,2014BACC01,Gabriele Bacchieri,6,4,5,15
23,2018ARNE04,Davide Arnesano,6,3,2,11
24,2018SCAL02,Claudio Fabrizio Scalia,6,0,4,10
25,2021PARO01,Matteo Parodi,5,8,4,17
26,2023NICC01,Flavio Niccoli,5,2,2,9
27,2019RIGO01,Mattia Rigo,5,1,0,6
28,2023DANT01,Michel D'Antoni,4,5,3,12
29,2023CARO07,Leonardo Carosio,4,3,2,9
30,2022MART13,Valerio Martinelli,4,2,2,8
31,2021PAND01,Alessio Pandin,3,4,3,10
32,2022TALA03,Valentina Trinca Talalin,3,3,1,7
33,2022BOLD01,Loris Boldi,3,1,2,6
34,2023CREA02,Christian Crea,2,11,9,22
35,2020TOMA01,Fabian Tomasović,2,6,12,20
36,2022RANN01,Rocco Rannisi,2,5,3,10
37,2024RUSS02,Gabriel La Russa,2,4,1,7
38,2018CENT02,Giovanni Centili,2,3,4,9
39,2012ACHA01,Carlos Pedro Casado de Achával,2,3,1,6
40,2021NOVI01,Alessia Novizio,2,2,3,7
41,2022CERR01,Luca Cerrato,2,2,0,4
42,2014RAPO01,Tommaso Raposio,2,1,4,7
43,2022FIOR04,Francesco Fiore,2,1,2,5
44,2023PICH01,Maximilian Pichler,2,0,3,5
45,2021NARB01,Dario Angelo Narbone,1,6,2,9
46,2022MACC01,Evan Maccagnan,1,5,7,13
47,2015PERU02,Vittorio Maria Perucatti,1,4,2,7
48,2017DUMM01,Matteo Dummar,1,4,0,5
49,2017BRAS01,Luca Brasini,1,3,4,8
50,2022CORO03,Giovanni Montagna Coronado,1,3,2,6
51,2024SIME01,Antonello Simeone,1,3,0,4
52,2016GASP01,Pietro Gasparetto,1,2,6,9
53,2023PISC02,Giovanni Piscitelli,1,2,5,8
54,2022SCHI01,Giacomo Schiava,1,2,2,5
,2022SOZI01,Carolina Sozio,1,2,2,5
56,2022CHIA13,Federico Chiarello,1,2,1,4
,2023BUSC02,Lorenzo Calogero Buscemi,1,2,1,4
58,2023BARB17,Nicolò Barbisan,1,1,3,5
