#,WCAid,Nome,Anno,Oro,Argento,Bronzo,Totale
1,2014MAUR06,Lorenzo Mauro,2018,9,2,0,11
2,2019GIOR02,Marco Giordano,2023,7,4,3,14
3,2022CORB03,Leonardo Corbelli,2025,7,3,1,11
4,2014MAUR06,Lorenzo Mauro,2017,7,2,1,10
5,2023EMIL02,Matteo Emiliani,2025,6,3,1,10
6,2014MAUR06,Lorenzo Mauro,2019,5,0,1,6
7,2024RICC01,Riccardo Fiumefreddo,2025,4,4,3,11
8,2019GIOR02,Marco Giordano,2022,4,4,1,9
9,2021ZANG01,Alessandro Zangolini,2024,4,2,2,8
10,2023CARO07,Leonardo Carosio,2025,4,1,0,5
11,2009PROV01,Matteo Provasi,2015,3,5,2,10
12,2021PARO01,Matteo Parodi,2024,3,4,0,7
13,2009PROV01,Matteo Provasi,2014,3,3,0,6
,2021PARO01,Matteo Parodi,2023,3,3,0,6
15,2021ZANG01,Alessandro Zangolini,2025,3,2,4,9
16,2019GIOR02,Marco Giordano,2024,3,2,0,5
17,2018CENT02,Giovanni Centili,2023,3,1,1,5
18,2011ANNE01,Edoardo Annesi,2016,3,1,0,4
,2014MAUR06,Lorenzo Mauro,2022,3,1,0,4
,2014MAUR06,Lorenzo Mauro,2023,3,1,0,4
,2018CENT02,Giovanni Centili,2024,3,1,0,4
22,2013DISA01,Edoardo Disarò,2015,3,0,2,5
23,2009PROV01,Matteo Provasi,2013,3,0,1,4
24,2010SARD01,Andrea Lo Sardo,2012,3,0,0,3
25,2014MAUR06,Lorenzo Mauro,2024,2,2,3,7
26,2020TOMA01,Fabian Tomasović,2023,2,1,3,6
27,2008SIMO02,Nicolò Simone,2014,2,1,2,5
,2019MAZZ01,Nicola Mazza,2023,2,1,2,5
,2023CREA02,Christian Crea,2024,2,1,2,5
30,2008SIMO02,Nicolò Simone,2011,2,1,0,3
,2009IOVA01,Massimiliano Iovane,2013,2,1,0,3
,2021PARO01,Matteo Parodi,2025,2,1,0,3
33,2011ANNE01,Edoardo Annesi,2015,2,0,2,4
34,2009PROV01,Matteo Provasi,2016,2,0,1,3
35,2009IOVA01,Massimiliano Iovane,2010,2,0,0,2
,2009IOVA01,Massimiliano Iovane,2011,2,0,0,2
,2011ANNE01,Edoardo Annesi,2012,2,0,0,2
,2010SARD01,Andrea Lo Sardo,2013,2,0,0,2
,2009IOVA01,Massimiliano Iovane,2014,2,0,0,2
,2015MANN02,Marco Manno,2016,2,0,0,2
,2015MANN02,Marco Manno,2017,2,0,0,2
,2015MANN02,Marco Manno,2019,2,0,0,2
43,2017SANN01,Valerio Sannito,2018,1,3,3,7
44,2021ZANG01,Alessandro Zangolini,2023,1,2,5,8
45,2023CREA02,Christian Crea,2025,1,2,3,6
46,2019MAZZ01,Nicola Mazza,2024,1,2,0,3
47,2018LOCA01,Valerio Locatelli,2024,1,1,4,6
48,2009ROTA01,Marco Rota,2014,1,1,2,4
,2023PISC02,Giovanni Piscitelli,2025,1,1,2,4
50,2019CORO04,Giacomo Daniele Corò,2023,1,1,1,3
,2023CARO07,Leonardo Carosio,2024,1,1,1,3
52,2009TESS01,Giovanni Tessari,2010,1,1,0,2
,2008BRAN01,Filippo Brancaleoni,2011,1,1,0,2
,2009TESS01,Giovanni Tessari,2012,1,1,0,2
,2011ANNE01,Edoardo Annesi,2014,1,1,0,2
,2008SIMO02,Nicolò Simone,2015,1,1,0,2
,2011ANNE01,Edoardo Annesi,2018,1,1,0,2
,2009PROV01,Matteo Provasi,2019,1,1,0,2
,2019GIOR02,Marco Giordano,2021,1,1,0,2
60,2011TRON02,Sebastiano Tronto,2014,1,0,3,4
61,2009IOVA01,Massimiliano Iovane,2009,1,0,2,3
,2018RIMI01,Flavio Rimi,2023,1,0,2,3
63,2008BRAN01,Filippo Brancaleoni,2010,1,0,1,2
,2008BRAN01,Filippo Brancaleoni,2013,1,0,1,2
,2015MANN02,Marco Manno,2018,1,0,1,2
,2022MACC01,Evan Maccagnan,2024,1,0,1,2
,2022ROSS02,Fabio Rossi,2025,1,0,1,2
68,2007POLI01,Lorenzo Vigani Poli,2008,1,0,0,1
,2009GAGG02,Andrea Gaggioli,2009,1,0,0,1
,2008LOMB01,Pasquale Lombardozzi,2010,1,0,0,1
,2009MACR01,Davide Macri,2010,1,0,0,1
,2009DIMP01,Mariano D'Imperio,2011,1,0,0,1
