#,WCAid,Nome,Anno,Oro,Argento,Bronzo,Totale
,2009CONT01,Giovanni Contardi,2013,2,0,0,2
,2011BASA01,Federico Basanese,2014,2,0,0,2
,2008ZOFF01,Tommaso Zoffoli,2016,2,0,0,2
,2009MORI05,Paolo Moriello,2017,2,0,0,2
,2011ANNE01,Edoardo Annesi,2017,2,0,0,2
,2009IOVA01,Massimiliano Iovane,2018,2,0,0,2
,2017GALE01,Mattia Galentino,2018,2,0,0,2
,2018LOCA01,Valerio Locatelli,2019,2,0,0,2
,2021ITAL02,Manfredi Italiano,2025,2,0,0,2
51,2022CORB03,Leonardo Corbelli,2025,1,4,1,6
52,2013MANO03,Alessandro Manopulo,2015,1,3,3,7
53,2018RIMI01,Flavio Rimi,2025,1,2,3,6
54,2009DIMP01,Mariano D'Imperio,2016,1,2,1,4
55,2008SIMO01,Riccardo Simone,2014,1,2,0,3
56,2009IOVA01,Massimiliano Iovane,2012,1,1,2,4
,2009SANT01,Simone Santarsiero,2016,1,1,2,4
,2012NICO02,Alessandro Nicolì,2022,1,1,2,4
59,2012CANT02,Simone Cantarelli,2018,1,1,1,3
,2013FURL01,Mattia Furlan,2019,1,1,1,3
61,2009IOVA01,Massimiliano Iovane,2009,1,1,0,2
,2008SIMO01,Riccardo Simone,2011,1,1,0,2
,2011ZORZ01,Stefano Zorzi,2013,1,1,0,2
,2009DIMP01,Mariano D'Imperio,2015,1,1,0,2
,2008ZOFF01,Tommaso Zoffoli,2017,1,1,0,2
,2013FURL01,Mattia Furlan,2017,1,1,0,2
,2011BARB03,Nicola Barbaro,2018,1,1,0,2
,2018CENT02,Giovanni Centili,2022,1,1,0,2
69,2018CENT02,Giovanni Centili,2023,1,0,3,4
70,2009BEVA01,Stefano Bevacqua,2010,1,0,2,3
,2013FURL01,Mattia Furlan,2015,1,0,2,3
72,2009BEVA01,Stefano Bevacqua,2011,1,0,1,2
,2011VERD01,Andrew Verducci,2014,1,0,1,2
,2008SIMO01,Riccardo Simone,2016,1,0,1,2
,2013DISA01,Edoardo Disarò,2016,1,0,1,2
76,2009IOVA01,Massimiliano Iovane,2011,1,0,0,1
,2009CONT01,Giovanni Contardi,2012,1,0,0,1
,2011TRON02,Sebastiano Tronto,2014,1,0,0,1
,2013FURL01,Mattia Furlan,2014,1,0,0,1
,2011BARB03,Nicola Barbaro,2016,1,0,0,1
,2009IOVA01,Massimiliano Iovane,2017,1,0,0,1
,2011BARB03,Nicola Barbaro,2017,1,0,0,1
,2013MANO03,Alessandro Manopulo,2017,1,0,0,1
,2009CONT01,Giovanni Contardi,2018,1,0,0,1
,2017GALE01,Mattia Galentino,2020,1,0,0,1
,2018LOCA01,Valerio Locatelli,2020,1,0,0,1
,2016CANC03,Samuele Cancemi,2024,1,0,0,1
,2021MARI04,Paolo Marino,2024,1,0,0,1
,2019CAMI03,Davide Camilleri,2025,1,0,0,1
90,2018RIMI01,Flavio Rimi,2023,0,3,3,6
91,2009MORI05,Paolo Moriello,2010,0,3,2,5
92,2017GALE01,Mattia Galentino,2019,0,3,0,3
93,2012NICO02,Alessandro Nicolì,2019,0,2,2,4
,2021ITAL02,Manfredi Italiano,2023,0,2,2,4
95,2008BRAN01,Filippo Brancaleoni,2011,0,2,1,3
,2009IOVA01,Massimiliano Iovane,2014,0,2,1,3
,2014MAUR06,Lorenzo Mauro,2017,0,2,1,3
,2014RAPO01,Tommaso Raposio,2018,0,2,1,3
,2018CENT02,Giovanni Centili,2024,0,2,1,3
,2021ZANG01,Alessandro Zangolini,2025,0,2,1,3
