#,WCAid,Nome,Anno,Oro,Argento,Bronzo,Totale
47,2011TRON02,Sebastiano Tronto,2015,0,2,0,2
48,2017DUMM01,Matteo Dummar,2024,0,1,3,4
49,2007POLI01,Lorenzo Vigani Poli,2019,0,1,1,2
,2012PLAC01,Gianluca Placenti,2023,0,1,1,2
,2011TRON02,Sebastiano Tronto,2024,0,1,1,2
,2022MACC01,Evan Maccagnan,2025,0,1,1,2
,2025CHIA03,Aidan Chiari,2025,0,1,1,2
54,2009ROTA01,Marco Rota,2011,0,1,0,1
,2009ROTA01,Marco Rota,2014,0,1,0,1
,2011TRON02,Sebastiano Tronto,2017,0,1,0,1
,2012NICO02,Alessandro Nicolì,2019,0,1,0,1
,2019RIGO01,Mattia Rigo,2022,0,1,0,1
,2019GIOR02,Marco Giordano,2023,0,1,0,1
,2020GUAR01,Marco Guarasci,2023,0,1,0,1
,2009ROTA01,Marco Rota,2024,0,1,0,1
,2012ACHA01,Carlos Pedro Casado de Achával,2024,0,1,0,1
,2022CHIA04,Luca Chiandotto,2024,0,1,0,1
,2019RIGO01,Mattia Rigo,2025,0,1,0,1
,2022LODA01,Nicolo David Lodato,2025,0,1,0,1
66,2012PLAC01,Gianluca Placenti,2014,0,0,2,2
,2012NICO02,Alessandro Nicolì,2023,0,0,2,2
,2012PLAC01,Gianluca Placenti,2024,0,0,2,2
,2022MACC01,Evan Maccagnan,2024,0,0,2,2
70,2009DIMP01,Mariano D'Imperio,2011,0,0,1,1
,2008MONT04,Andrea Egidio Monti,2012,0,0,1,1
,2009ROTA01,Marco Rota,2013,0,0,1,1
,2014PAVE01,Andrea Pavese,2014,0,0,1,1
,2014BENT02,Roberto Bentivoglio,2015,0,0,1,1
,2014BENT02,Roberto Bentivoglio,2016,0,0,1,1
,2014MAUR06,Lorenzo Mauro,2016,0,0,1,1
,2015CITT01,Marco Edoardo Cittar,2017,0,0,1,1
,2007POLI01,Lorenzo Vigani Poli,2018,0,0,1,1
,2009ROTA01,Marco Rota,2018,0,0,1,1
,2009ROTA01,Marco Rota,2019,0,0,1,1
,2013GALL03,Julian Galliano,2019,0,0,1,1
,2015CITT01,Marco Edoardo Cittar,2019,0,0,1,1
,2009ROTA01,Marco Rota,2022,0,0,1,1
,2011TRON02,Sebastiano Tronto,2022,0,0,1,1
,2018CENT02,Giovanni Centili,2022,0,0,1,1
,2019GIOR02,Marco Giordano,2022,0,0,1,1
,2022CHIA04,Luca Chiandotto,2022,0,0,1,1
,2021HUEB01,Noemi Hueber,2023,0,0,1,1
,2019RIGO01,Mattia Rigo,2024,0,0,1,1
,2009ROTA01,Marco Rota,2025,0,0,1,1
,2021PAND01,Alessio Pandin,2025,0,0,1,1
,2022SCHI01,Giacomo Schiava,2025,0,0,1,1
,2023TRAN20,Flavio Tranquilli,2025,0,0,1,1
