#,WCAid,Nome,Anno,Oro,Argento,Bronzo,Totale
,2017DUMM01,Matteo Dummar,2019,0,1,0,1
,2013FURL01,Mattia Furlan,2020,0,1,0,1
,2016GAMM01,Vincenzo Maria Gammino,2020,0,1,0,1
,2020MARC01,Simone Marcellini,2022,0,1,0,1
,2017GUID01,Carolina Guidetti,2023,0,1,0,1
,2022MANT03,Alberto Mantovani,2023,0,1,0,1
,2009PROV01,Matteo Provasi,2024,0,1,0,1
,2016GASP01,Pietro Gasparetto,2024,0,1,0,1
,2018ARNE04,Davide Arnesano,2024,0,1,0,1
,2021NARB01,Dario Angelo Narbone,2025,0,1,0,1
,2022CORB03,Leonardo Corbelli,2025,0,1,0,1
