#,WCAid,Nome,Oro,Argento,Bronzo,Totale
1,2014MAUR06,Lorenzo Mauro,57,23,13,93
2,2016GAMM01,Vincenzo Maria Gammino,7,5,1,13
3,2013FURL01,Mattia Furlan,7,1,0,8
4,2009ROTA01,Marco Rota,5,12,11,28
5,2007POLI01,Lorenzo Vigani Poli,5,7,17,29
6,2011TRON02,Sebastiano Tronto,5,2,0,7
7,2009IOVA01,Massimiliano Iovane,4,2,0,6
8,2016GASP01,Pietro Gasparetto,2,4,6,12
9,2011ANNE01,Edoardo Annesi,2,2,2,6
10,2011BARB03,Nicola Barbaro,2,2,0,4
11,2015MANN02,Marco Manno,2,1,2,5
12,2017GALE01,Mattia Galentino,2,1,1,4
13,2010BELO01,Marco Belotti,2,1,0,3
14,2017MAMB01,Giacomo Mambrini,2,0,0,2
15,2014RAPO01,Tommaso Raposio,1,6,3,10
16,2012NICO02,Alessandro Nicolì,1,5,9,15
17,2015CITT01,Marco Edoardo Cittar,1,5,0,6
18,2012CANT02,Simone Cantarelli,1,3,7,11
19,2012CAPP01,Gabriele Cappelletti,1,3,5,9
20,2017SANN01,Valerio Sannito,1,3,3,7
21,2012PLAC01,Gianluca Placenti,1,2,2,5
22,2016PAOL01,Damiano Di Paola,1,2,0,3
23,2017BRAS01,Luca Brasini,1,1,3,5
24,2017DUMM01,Matteo Dummar,1,1,2,4
25,2013DISA01,Edoardo Disarò,1,1,0,2
26,2014BENT02,Roberto Bentivoglio,1,0,2,3
27,2009CONT01,Giovanni Contardi,1,0,0,1
,2017FOKI01,Alexandros Fokianos,1,0,0,1
29,2009COLO03,Matteo Colombo,0,5,0,5
30,2015BOND02,Marianna Bondi,0,3,0,3
31,2009PROV01,Matteo Provasi,0,2,4,6
32,2015PERU02,Vittorio Maria Perucatti,0,2,2,4
33,2017PIER03,Davide Pierrat,0,2,1,3
34,2008SIMO01,Riccardo Simone,0,2,0,2
35,2009DIMP01,Mariano D'Imperio,0,1,2,3
36,2013GALL03,Julian Galliano,0,1,1,2
,2017TSAK02,Mirko Tsakarissianos,0,1,1,2
38,2008ZOFF01,Tommaso Zoffoli,0,1,0,1
,2015NICO02,Lorenzo Nicotra,0,1,0,1
,2016LOBI01,Arcangelo Lobianco,0,1,0,1
,2017GENT01,Lorenzo Gentili,0,1,0,1
,2018BOFF01,Jacopo Antonio Boffa,0,1,0,1
43,2016TADD01,Filippo Taddei,0,0,3,3
,2017MUZI01,Andrea Muzii,0,0,3,3
45,2016CANC03,Samuele Cancemi,0,0,2,2
,2017FASA02,Riccardo Fasan,0,0,2,2
,2017VOCI01,Riccardo Voci,0,0,2,2
48,2011IRAC01,Alessandro Iraci,0,0,1,1
,2014BENT01,Claudio Bentivoglio,0,0,1,1
,2014BORG02,Federico Borgogni,0,0,1,1
,2015BIAN03,Pietro Bianco,0,0,1,1
,2015CHIA01,Michele Chiaravalloti,0,0,1,1
,2016BELL09,Lorenzo Bellocci,0,0,1,1
,2016GULI02,Salvatore Gulisano,0,0,1,1
,2017ZANI02,Michele Zanirato,0,0,1,1
,2018VITA01,Alessio Vitale,0,0,1,1
