#,WCAid,Nome,Oro,Argento,Bronzo,Totale
1,2014MAUR06,Lorenzo Mauro,24,12,8,44
2,2013FURL01,Mattia Furlan,16,6,3,25
3,2011TRON02,Sebastiano Tronto,13,4,3,20
4,2009IOVA01,Massimiliano Iovane,12,6,3,21
5,2009CONT01,Giovanni Contardi,10,9,9,28
6,2017DUMM01,Matteo Dummar,8,6,4,18
7,2016GASP01,Pietro Gasparetto,4,8,3,15
8,2012NICO02,Alessandro Nicolì,4,7,8,19
9,2016GAMM01,Vincenzo Maria Gammino,4,4,3,11
10,2015MANN02,Marco Manno,4,0,2,6
11,2009ROTA01,Marco Rota,3,8,3,14
12,2016PAOL01,Damiano Di Paola,2,6,1,9
13,2007POLI01,Lorenzo Vigani Poli,2,4,7,13
14,2018LOCA01,Valerio Locatelli,2,0,3,5
15,2015BOND02,Marianna Bondi,2,0,0,2
16,2018RICC02,Alessandro Ricci,1,2,4,7
17,2014RAPO01,Tommaso Raposio,1,2,2,5
18,2012PLAC01,Gianluca Placenti,1,2,1,4
19,2009PROV01,Matteo Provasi,1,1,0,2
20,2017BRAS01,Luca Brasini,1,0,7,8
21,2016IEZZ01,Francesco Iezzi,1,0,1,2
22,2009COLO03,Matteo Colombo,1,0,0,1
23,2017GALE01,Mattia Galentino,0,5,1,6
24,2009MORI05,Paolo Moriello,0,3,5,8
25,2015PERU02,Vittorio Maria Perucatti,0,2,3,5
26,2017SORR02,Mattia Sorrentino,0,2,0,2
27,2015CITT01,Marco Edoardo Cittar,0,1,3,4
28,2014BENT01,Claudio Bentivoglio,0,1,0,1
,2015CHIA01,Michele Chiaravalloti,0,1,0,1
,2018CENT02,Giovanni Centili,0,1,0,1
,2018CILI01,Simone Cilia,0,1,0,1
,2019CAMI03,Davide Camilleri,0,1,0,1
33,2012CANT02,Simone Cantarelli,0,0,4,4
34,2017ODOR01,Francesco Odorizzi,0,0,2,2
,2018FORL01,Nicola Forlai,0,0,2,2
36,2012CAPP01,Gabriele Cappelletti,0,0,1,1
,2013GALL03,Julian Galliano,0,0,1,1
,2014BORG02,Federico Borgogni,0,0,1,1
,2015FAVA01,Alessandro Fava,0,0,1,1
,2015NICO02,Lorenzo Nicotra,0,0,1,1
,2015RINA01,Federico Rinalduzzi,0,0,1,1
,2017LAMO01,Emanuele Lamon,0,0,1,1
,2017MAVE01,Leonardo Maver,0,0,1,1
,2017SANN01,Valerio Sannito,0,0,1,1
,2018ADAM13,Davide Adamo,0,0,1,1
,2018ARNE04,Davide Arnesano,0,0,1,1
,2018CANO06,Simone Canova,0,0,1,1
,2018RAND05,Leonardo Randacio,0,0,1,1
