#,WCAid,Nome,Oro,Argento,Bronzo,Totale
1,2014MAUR06,Lorenzo Mauro,23,24,12,59
2,2013FURL01,Mattia Furlan,23,5,2,30
3,2009ROTA01,Marco Rota,14,6,5,25
4,2011TRON02,Sebastiano Tronto,10,3,2,15
5,2011ANNE01,Edoardo Annesi,4,2,3,9
6,2009MORI05,Paolo Moriello,4,0,0,4
7,2015MANN02,Marco Manno,2,3,2,7
8,2015BOND02,Marianna Bondi,2,1,1,4
9,2009IOVA01,Massimiliano Iovane,2,1,0,3
10,2011BARB03,Nicola Barbaro,2,0,1,3
11,2007POLI01,Lorenzo Vigani Poli,1,3,4,8
12,2009SANT01,Simone Santarsiero,1,2,3,6
13,2012CANT02,Simone Cantarelli,1,1,2,4
14,2012PLAC01,Gianluca Placenti,1,1,1,3
,2017MAMB01,Giacomo Mambrini,1,1,1,3
16,2008ZOFF01,Tommaso Zoffoli,1,1,0,2
,2010BELO01,Marco Belotti,1,1,0,2
18,2014RAPO01,Tommaso Raposio,1,0,5,6
19,2015CITT01,Marco Edoardo Cittar,1,0,3,4
20,2015PRIN02,Andrea Princic,1,0,1,2
21,2013GALL03,Julian Galliano,1,0,0,1
,2013MANO03,Alessandro Manopulo,1,0,0,1
,2015CHIA01,Michele Chiaravalloti,1,0,0,1
,2017PIER03,Davide Pierrat,1,0,0,1
,2017SANN01,Valerio Sannito,1,0,0,1
26,2012NICO02,Alessandro Nicolì,0,11,10,21
27,2009DIMP01,Mariano D'Imperio,0,5,2,7
28,2016GAMM01,Vincenzo Maria Gammino,0,5,1,6
29,2012CAPP01,Gabriele Cappelletti,0,3,3,6
,2013DISA01,Edoardo Disarò,0,3,3,6
31,2015FAVA01,Alessandro Fava,0,2,3,5
32,2009COLO03,Matteo Colombo,0,2,1,3
,2016CANC03,Samuele Cancemi,0,2,1,3
34,2014BENT02,Roberto Bentivoglio,0,2,0,2
35,2009PROV01,Matteo Provasi,0,1,4,5
36,2015PERU02,Vittorio Maria Perucatti,0,1,2,3
37,2008SIMO01,Riccardo Simone,0,1,1,2
,2015NICO02,Lorenzo Nicotra,0,1,1,2
,2016PALI02,Caterina Pali,0,1,1,2
40,2008BRAN01,Filippo Brancaleoni,0,1,0,1
,2011CECC01,Miriana Cecchi,0,1,0,1
,2016ZANE01,Filippo Zanetti,0,1,0,1
43,2008CIRN01,Fabrizio Cirnigliaro,0,0,2,2
44,2011MOSC01,Andrea Moscatello,0,0,1,1
,2011VIOL01,Federico Viola,0,0,1,1
,2012PICC01,Angelo Piccolella,0,0,1,1
,2013ANTI01,Marco Antinori,0,0,1,1
,2014ZONT01,Giorgio Zonta,0,0,1,1
,2016CUFA01,Martin Cufar,0,0,1,1
,2016LOBI01,Arcangelo Lobianco,0,0,1,1
,2016SPRI01,Israel Springer,0,0,1,1
,2016TADD01,Filippo Taddei,0,0,1,1
,2017CHEJ09,Jungqiang Chen,0,0,1,1
