#,WCAid,Nome,Oro,Argento,Bronzo,Totale
1,2013FURL01,Mattia Furlan,22,7,5,34
2,2011TRON02,Sebastiano Tronto,12,5,3,20
3,2009ROTA01,Marco Rota,7,6,6,19
4,2013DISA01,Edoardo Disarò,7,5,9,21
5,2009DIMP01,Mariano D'Imperio,7,5,6,18
6,2011ANNE01,Edoardo Annesi,6,6,3,15
7,2014MARC05,Leonardo Marchizza,6,0,1,7
8,2009MORI05,Paolo Moriello,5,3,1,9
9,2013MANO03,Alessandro Manopulo,4,6,0,10
10,2007POLI01,Lorenzo Vigani Poli,4,1,15,20
11,2011BARB03,Nicola Barbaro,4,1,0,5
,2012PLAC01,Gianluca Placenti,4,1,0,5
13,2009SANT01,Simone Santarsiero,3,5,4,12
14,2012NICO02,Alessandro Nicolì,3,1,4,8
15,2009COLO03,Matteo Colombo,3,1,1,5
16,2015CITT01,Marco Edoardo Cittar,3,1,0,4
17,2010BELO01,Marco Belotti,2,2,0,4
,2015MANN02,Marco Manno,2,2,0,4
19,2009PROV01,Matteo Provasi,2,1,4,7
20,2008ZOFF01,Tommaso Zoffoli,2,0,0,2
21,2008CIRN01,Fabrizio Cirnigliaro,1,12,5,18
22,2012CAPP01,Gabriele Cappelletti,1,11,11,23
23,2012CANT02,Simone Cantarelli,1,2,4,7
24,2015FAVA01,Alessandro Fava,1,2,1,4
25,2016CANC03,Samuele Cancemi,1,2,0,3
26,2008SANT01,Andrea Santambrogio,1,1,0,2
,2011NATA02,Andrea Natale,1,1,0,2
,2016PANN02,Daniele Panna,1,1,0,2
29,2016GAMM01,Vincenzo Maria Gammino,1,0,2,3
30,2008SIMO01,Riccardo Simone,1,0,1,2
,2016PAOL01,Damiano Di Paola,1,0,1,2
32,2016SPED01,Gabriele Spedicato,1,0,0,1
33,2014MATT05,Gabriele De Matteis,0,3,4,7
34,2012PICC01,Angelo Piccolella,0,3,2,5
35,2014BENT02,Roberto Bentivoglio,0,3,1,4
36,2014COLI02,Gianluca Colizzi,0,3,0,3
37,2010SARD01,Andrea Lo Sardo,0,2,2,4
38,2009MANZ01,Luigi Manzo,0,1,2,3
,2015BOND02,Marianna Bondi,0,1,2,3
40,2008SIMO02,Nicolò Simone,0,1,0,1
,2009IOVA01,Massimiliano Iovane,0,1,0,1
,2011CECC01,Miriana Cecchi,0,1,0,1
,2014CAST15,Martino Castellana,0,1,0,1
,2015PERU02,Vittorio Maria Perucatti,0,1,0,1
,2016TADD01,Filippo Taddei,0,1,0,1
46,2014MAUR06,Lorenzo Mauro,0,0,5,5
47,2009CIAN01,Simone Ciancotti,0,0,2,2
48,2008BRAN01,Filippo Brancaleoni,0,0,1,1
,2011MOSC01,Andrea Moscatello,0,0,1,1
,2013ANTI01,Marco Antinori,0,0,1,1
,2013FARC01,Diego Eustachio Farchione,0,0,1,1
,2014BUCC01,Daniele Buccolieri,0,0,1,1
,2014RAPO01,Tommaso Raposio,0,0,1,1
,2014ZONT01,Giorgio Zonta,0,0,1,1
,2015CHIA01,Michele Chiaravalloti,0,0,1,1
,2016RANN01,Luca Rannisi,0,0,1,1
