#,WCAid,Nome,Oro,Argento,Bronzo,Totale
1,2014MAUR06,Lorenzo Mauro,30,21,8,59
2,2019SART01,Daniel Sartori,22,16,22,60
3,2018LOCA01,Valerio Locatelli,18,7,4,29
4,2018CENT02,Giovanni Centili,17,16,11,44
5,2021MARI04,Paolo Marino,16,17,26,59
6,2019RIGO01,Mattia Rigo,16,4,3,23
7,2018RIMI01,Flavio Rimi,14,13,19,46
8,2016GAMM01,Vincenzo Maria Gammino,14,9,11,34
9,2019CORO04,Giacomo Daniele Corò,12,14,9,35
10,2017DUMM01,Matteo Dummar,11,8,12,31
11,2019GIOR02,Marco Giordano,9,12,10,31
12,2021CALZ01,Alessandro Calzoni,9,8,2,19
13,2015FAVA01,Alessandro Fava,7,2,3,12
14,2009ROTA01,Marco Rota,6,10,13,29
15,2018RICC02,Alessandro Ricci,6,1,1,8
16,2021MAGG02,Matteo Maggiali,5,0,2,7
17,2017BRAS01,Luca Brasini,4,10,3,17
18,2021PARO01,Matteo Parodi,4,7,4,15
19,2018ARNE04,Davide Arnesano,4,6,5,15
20,2011TRON02,Sebastiano Tronto,4,5,6,15
21,2012NICO02,Alessandro Nicolì,4,4,9,17
22,2022RIPO01,Riccardo Ripoldi,3,5,1,9
23,2022MACC01,Evan Maccagnan,3,3,6,12
24,2020TOMA01,Fabian Tomasović,3,2,9,14
25,2021NARB01,Dario Angelo Narbone,2,3,0,5
26,2020GUAR01,Marco Guarasci,2,2,6,10
27,2021ITAL02,Manfredi Italiano,2,2,5,9
28,2021SALE01,Sofia Saletnich,2,1,9,12
29,2019MAZZ01,Nicola Mazza,2,1,2,5
30,2022SCHI01,Giacomo Schiava,2,0,0,2
31,2021ZANG01,Alessandro Zangolini,1,8,10,19
32,2012CAPP01,Gabriele Cappelletti,1,5,0,6
,2019MAZZ02,Pietro Mazza,1,5,0,6
34,2017TENU01,Enrico Tenuti,1,4,4,9
35,2019VALL10,Tea Raimondi Vallesi,1,3,1,5
,2022CHIA04,Luca Chiandotto,1,3,1,5
37,2019PAOL02,Federico De Paoli,1,3,0,4
38,2014RAPO01,Tommaso Raposio,1,2,1,4
39,2021NOVI01,Alessia Novizio,1,1,2,4
,2021PAND01,Alessio Pandin,1,1,2,4
41,2019DONA03,Yuri Donati,1,1,1,3
42,2009COLO03,Matteo Colombo,1,0,1,2
,2019COLA01,Valerio Colapinto,1,0,1,2
44,2018BUZZ01,Gabriele Buzzi,1,0,0,1
,2021PIUM01,Fabio Piumatti,1,0,0,1
46,2022CHIA13,Federico Chiarello,0,3,1,4
47,2012PLAC01,Gianluca Placenti,0,2,1,3
48,2013FURL01,Mattia Furlan,0,2,0,2
49,2012CANT02,Simone Cantarelli,0,1,5,6
50,2019GIAN04,Eleonora Giangrandi,0,1,2,3
,2022COPP03,Vincenzo Coppola,0,1,2,3
,2022CORB03,Leonardo Corbelli,0,1,2,3
,2022FUSE01,Daniele Fusella,0,1,2,3
54,2007POLI01,Lorenzo Vigani Poli,0,1,1,2
,2016PANN02,Daniele Panna,0,1,1,2
56,2009SANT01,Simone Santarsiero,0,1,0,1
,2017GUID01,Carolina Guidetti,0,1,0,1
,2019CRIP01,Jordan Crippa,0,1,0,1
,2021MARC03,Chiara Marcucci,0,1,0,1
,2022MANT03,Alberto Mantovani,0,1,0,1
,2022ROSS02,Fabio Rossi,0,1,0,1
,2023DANT01,Michel D'Antoni,0,1,0,1
63,2022TALA03,Valentina Trinca Talalin,0,0,3,3
64,2011ANNE01,Edoardo Annesi,0,0,2,2
,2017PIER03,Davide Pierrat,0,0,2,2
66,2018CATA01,Diego Catà,0,0,1,1
,2021HUEB01,Noemi Hueber,0,0,1,1
,2022LODA01,Nicolo David Lodato,0,0,1,1
,2022RIBE02,Vittorio Ribechini,0,0,1,1
