#,WCAid,Nome,Oro,Argento,Bronzo,Totale
1,2014MAUR06,Lorenzo Mauro,17,12,9,38
2,2017DUMM01,Matteo Dummar,13,18,7,38
3,2017BRAS01,Luca Brasini,11,11,7,29
4,2016GAMM01,Vincenzo Maria Gammino,10,7,6,23
5,2018CENT02,Giovanni Centili,8,9,10,27
6,2018ARNE04,Davide Arnesano,7,2,6,15
7,2019GIOR02,Marco Giordano,6,8,6,20
8,2012NICO02,Alessandro Nicolì,6,5,5,16
9,2019SART01,Daniel Sartori,6,2,2,10
10,2018LOCA01,Valerio Locatelli,5,0,1,6
11,2015FAVA01,Alessandro Fava,4,5,3,12
12,2018RICC02,Alessandro Ricci,4,0,0,4
13,2019RIGO01,Mattia Rigo,3,5,2,10
14,2011TRON02,Sebastiano Tronto,3,4,4,11
,2019CORO04,Giacomo Daniele Corò,3,4,4,11
16,2021CALZ01,Alessandro Calzoni,3,0,2,5
17,2018RIMI01,Flavio Rimi,2,2,3,7
18,2012PLAC01,Gianluca Placenti,2,2,1,5
19,2015BOND02,Marianna Bondi,2,0,0,2
20,2021PARO01,Matteo Parodi,1,2,4,7
21,2009SANT01,Simone Santarsiero,1,1,1,3
22,2017PIER03,Davide Pierrat,1,0,3,4
23,2016PAOL01,Damiano Di Paola,1,0,2,3
24,2009CONT01,Giovanni Contardi,1,0,1,2
25,2015MANN02,Marco Manno,0,6,5,11
26,2009ROTA01,Marco Rota,0,5,9,14
27,2019MAZZ02,Pietro Mazza,0,3,0,3
,2019PAOL02,Federico De Paoli,0,3,0,3
29,2017GUID01,Carolina Guidetti,0,2,1,3
,2021MAGG02,Matteo Maggiali,0,2,1,3
31,2017TENU01,Enrico Tenuti,0,1,4,5
32,2009COLO03,Matteo Colombo,0,1,1,2
,2014RAPO01,Tommaso Raposio,0,1,1,2
,2017PILL04,Lorenzo Pillon,0,1,1,2
35,2008SIMO02,Nicolò Simone,0,1,0,1
,2018RAND05,Leonardo Randacio,0,1,0,1
,2019CAMI03,Davide Camilleri,0,1,0,1
,2020GUAR01,Marco Guarasci,0,1,0,1
,2020MARC01,Simone Marcellini,0,1,0,1
,2021GALA01,Riccardo Galanti,0,1,0,1
,2021NOVI01,Alessia Novizio,0,1,0,1
42,2012CANT02,Simone Cantarelli,0,0,7,7
43,2012CAPP01,Gabriele Cappelletti,0,0,2,2
,2017ODOR01,Francesco Odorizzi,0,0,2,2
,2019MAZZ01,Nicola Mazza,0,0,2,2
,2020TOMA01,Fabian Tomasović,0,0,2,2
,2021SALE01,Sofia Saletnich,0,0,2,2
,2021ZANG01,Alessandro Zangolini,0,0,2,2
49,2015PERU02,Vittorio Maria Perucatti,0,0,1,1
,2019COLA01,Valerio Colapinto,0,0,1,1
,2019DONA03,Yuri Donati,0,0,1,1
,2021ITAL02,Manfredi Italiano,0,0,1,1
,2021MARI04,Paolo Marino,0,0,1,1
,2021NARB01,Dario Angelo Narbone,0,0,1,1
,2022CHIA04,Luca Chiandotto,0,0,1,1
