#,WCAid,Nome,Competizioni
1,2017DUMM01,Matteo Dummar,10
2,2012CANT02,Simone Cantarelli,9
3,2009PROV01,Matteo Provasi,6
,2009ROTA01,Marco Rota,6
5,2014RAPO01,Tommaso Raposio,5
6,2012CAPP01,Gabriele Cappelletti,4
,2012NICO02,Alessandro Nicolì,4
,2014BORG02,Federico Borgogni,4
,2018CANO06,Simone Canova,4
,2018LOCA01,Valerio Locatelli,4
,2019GIOR02,Marco Giordano,4
,2019MORT02,Alessio Mortillaro,4
,2021SALE01,Sofia Saletnich,4
14,2010BART01,Paolo Bartolucci,3
,2012PLAC01,Gianluca Placenti,3
,2014MAUR06,Lorenzo Mauro,3
,2015PERU02,Vittorio Maria Perucatti,3
,2016IEZZ01,Francesco Iezzi,3
,2017BRAS01,Luca Brasini,3
,2017GUID01,Carolina Guidetti,3
,2018ARNE04,Davide Arnesano,3
,2018RICC02,Alessandro Ricci,3
,2018RIMI01,Flavio Rimi,3
,2018SCAL03,Piernicola Scalzi,3
,2019CRIP01,Jordan Crippa,3
,2019DONA03,Yuri Donati,3
,2019RIGO01,Mattia Rigo,3
,2020GENN01,Daniele Gennara,3
,2020TOMA01,Fabian Tomasović,3
,2021CALZ01,Alessandro Calzoni,3
,2021GASP01,Elisa Gasperotti,3
,2021MAGE01,Alessandro Magenis,3
,2021PIUM01,Fabio Piumatti,3
,2021TEND01,Lorenzo Tendola,3
35,2007POLI01,Lorenzo Vigani Poli,2
,2009SANT01,Simone Santarsiero,2
,2015BOND02,Marianna Bondi,2
,2016FURB01,Pietro Furbatto,2
,2016GAMM01,Vincenzo Maria Gammino,2
,2016GASP01,Pietro Gasparetto,2
,2017CASA09,Alessandro Casarin,2
,2017FASA02,Riccardo Fasan,2
,2017GAVI03,Lorenzo Gaviani,2
,2017MARC08,Andrea Marconato,2
,2017ODOR01,Francesco Odorizzi,2
,2018MAGG01,Valerio Maggi,2
,2018RAND05,Leonardo Randacio,2
,2019AMAT01,Giacomo Amati,2
,2019COLA01,Valerio Colapinto,2
,2019CORO04,Giacomo Daniele Corò,2
,2019GIAN04,Eleonora Giangrandi,2
,2019PAOL02,Federico De Paoli,2
,2019SART01,Daniel Sartori,2
,2019VALL10,Tea Raimondi Vallesi,2
,2020CONT03,Claudio Contardi,2
,2020GUAR01,Marco Guarasci,2
,2020MARC01,Simone Marcellini,2
,2020PANG02,Josuè Pangrazzi,2
,2020SCAG01,Cristian Scaglioso,2
,2021BAND01,Matilde Bandini,2
,2021BARO01,Matteo Barone,2
,2021FEST01,Flavia Festa,2
,2021GALA01,Riccardo Galanti,2
,2021GALI02,Carlo Galimberti,2
,2021GIAC01,Hashmi Antonio Di Giacomo,2
,2021GUAS01,Leonardo Guastini,2
,2021ITAL01,Giovanni Italiano,2
,2021LOIO01,Iacopo Loiodice,2
,2021MARC01,Falco Marchi,2
,2021MARC02,Pietro Marchica,2
,2021MORR02,Victor Morreale,2
,2021NARB01,Dario Angelo Narbone,2
,2021NOVI01,Alessia Novizio,2
,2021PARO01,Matteo Parodi,2
,2021SIRO01,Maximus Diego Sironi,2
,2021TERR03,Luca Terrone,2
,2021TRAV01,Simone Traverso,2
,2021VETR01,Francesco Vetrano,2
,2021ZANG01,Alessandro Zangolini,2
80,2010FRAN04,Mattia Francardi,1
,2011ANNE01,Edoardo Annesi,1
,2011TRON02,Sebastiano Tronto,1
,2012STEL01,Alessandro Stella,1
,2013FURL01,Mattia Furlan,1
,2013PILA01,Riccardo Pilan,1
,2014BENT01,Claudio Bentivoglio,1
,2014SPAG02,Luca Spagnolo,1
,2015NEGR04,Francesco Negriolli,1
,2015SPAD01,Eugenio Spadafora,1
,2016BATT05,Anna Battistini,1
,2016BUTT01,Attilio Buttiglione,1
,2016PAOL01,Damiano Di Paola,1
,2016ZUCC01,Samuele Zucca,1
,2017BARI03,Silvia Boscolo Bariga,1
,2017BIAN01,Dario Bianchini,1
,2017BONI01,Raffaele Bonifazi,1
,2017FEBB01,Giuseppe Di Febbraro,1
,2017FOKI01,Alexandros Fokianos,1
,2017LAMO01,Emanuele Lamon,1
,2017PATR08,Aris Patronis,1
,2017PELI01,Edoardo Pelini,1
,2017PILL04,Lorenzo Pillon,1
,2017ZANN01,Gabriele Zanni,1
,2018BONE01,Nicolò Bonesini,1
,2018CATA01,Diego Catà,1
,2018CENT02,Giovanni Centili,1
,2018CUSC01,Lorenzo Giovanni Cuscani,1
,2018DONI01,Dario Doninger,1
,2018GIRO03,Tommaso Giroletti,1
,2018PROI01,Alice Proietti,1
,2018RADD02,Valerio Alfano Raddavi,1
,2018SENA03,Tommaso Senatori,1
,2019ALTI02,Andrea Altieri,1
,2019ASAR01,Fabio Asaro,1
,2019BRAN04,Leonardo Brandolini,1
,2019CAMI03,Davide Camilleri,1
,2019COLU02,Daniele Coluccini,1
,2019FAGI01,Carlo Fagioli,1
,2019FERR24,Giorgio Ferrara,1
,2019GRUB03,Anna Gruber,1
,2019MADA03,Samuele Madau,1
,2019MARI22,Ezio Marini,1
,2019MAZZ01,Nicola Mazza,1
,2019MAZZ02,Pietro Mazza,1
,2019MONT15,Alberto Monterisi,1
,2019PERE50,Mattia Perezzani,1
,2019SCAL01,Giandomenico Scalzi,1
,2020ZAGO01,Mattia Zago,1
,2021ALAJ01,Jessy Ala,1
,2021ALTI01,Achille Altio,1
,2021ARVI01,Bianca Arvia,1
,2021BIGG01,Stella Biggi,1
,2021BOTT01,Leonardo Bottazzi,1
,2021CARA01,Lorenzo Caraffa,1
,2021CARN01,Massimiliano Ayato Carnassale,1
,2021CARR05,Giuseppe Carrubba,1
,2021COVA01,Damiano Cova,1
,2021CURR03,Luca Currò,1
,2021DAMM02,Lorenzo D'Ammassa,1
,2021FAGG01,Riccardo Faggion,1
,2021FAGO01,Matteo Luigi Fagotto,1
,2021FIOR01,Mikael Fiore,1
,2021GALL01,Asia Gallesio,1
,2021GALL02,Riccardo Galluccio,1
,2021GIAR01,Simone Giardili,1
,2021GULI01,Samuele Gulino,1
,2021HUEB01,Noemi Hueber,1
,2021IMPR01,Giulio Improta,1
,2021ITAL02,Manfredi Italiano,1
,2021LACK01,Marco Lackovic,1
,2021LANC01,Mosè Filippo Lancellotti,1
,2021LAZZ01,Andrea Lazzarin,1
,2021LAZZ02,Pietro Lazza,1
,2021LONG07,Francesco Longo,1
,2021LUCE01,Nicola Lucesoli,1
,2021MAGG02,Matteo Maggiali,1
,2021MALV01,Denis Malvezzi,1
,2021MARC03,Chiara Marcucci,1
,2021MARI03,Tommaso Marini,1
,2021MARI04,Paolo Marino,1
,2021MISI01,Leone Misitano,1
,2021NICO02,Francesco Nicoletti,1
,2021OTTA01,Lorenzo Ottaviani,1
,2021PAND01,Alessio Pandin,1
,2021PASQ01,Riccardo Leone Pasqui,1
,2021PAVO01,Massimo Pavoni,1
,2021PERA01,Riccardo Perali,1
,2021PERL01,Tommaso Perli,1
,2021PICC01,Gaia Picciurro,1
,2021PINT01,Nathan Pintus,1
,2021REND01,Alessandro Rendina,1
,2021ROSI01,Giacomo Rosini,1
,2021RUSS01,Lorenzo Maria Russo,1
,2021SALA02,Johnny Salaroli,1
,2021SANT01,Federico Santandrea,1
,2021SCAR02,Tommaso Scaramuzzo,1
,2021SHAH05,Arad Shahrivari,1
,2021SOMI01,Claudio Somigliana,1
,2021TAMM01,Roberto Tammaro,1
,2021VAIL01,Veronica Vailati,1
