#,WCAid,Nome,Competizioni
,2018MARC02,Gabriele Marchitelli,4
,2018NASC08,Francesco Nasce',4
,2018PEAL01,Alessandro Pe,4
,2018PERE31,Mattia Perego,4
,2018RIVA03,Mattia Riva,4
,2018SAMP02,Vincenzo Sampietro,4
60,2008SIMO01,Riccardo Simone,3
,2011ANNE01,Edoardo Annesi,3
,2014BENT02,Roberto Bentivoglio,3
,2014FIOR01,Riccardo Fiore,3
,2015MANN02,Marco Manno,3
,2015NALI01,Giovanni Marconi Nalim,3
,2015RINA01,Federico Rinalduzzi,3
,2015SLAT05,Liam Edward Slater,3
,2016BELL09,Lorenzo Bellocci,3
,2016CANO04,Rocco Barberis Canonico,3
,2016FURB01,Pietro Furbatto,3
,2016LONG18,Gabriele Longo,3
,2016PAOL01,Damiano Di Paola,3
,2017BELL09,Luca Bellitti,3
,2017BONI01,Raffaele Bonifazi,3
,2017DRAG03,Fabio Dragone,3
,2017MAGN01,Lorenzo Magnarin,3
,2017MAMB01,Giacomo Mambrini,3
,2017MARC08,Andrea Marconato,3
,2017MASS02,Maurizio Elvis Claudio Masseni,3
,2017PIER03,Davide Pierrat,3
,2017PILL04,Lorenzo Pillon,3
,2017SORR02,Mattia Sorrentino,3
,2017TENU01,Enrico Tenuti,3
,2017ZANI02,Michele Zanirato,3
,2018CILI01,Simone Cilia,3
,2018CONT05,Flavio Conti,3
,2018CUCI02,Matteo Cucinotta,3
,2018FORE01,William Forestiere,3
,2018GIOR02,Gabriele Christian Giorgi,3
,2018MAGG01,Valerio Maggi,3
,2018REGA02,Andrea Regazzetti,3
,2018RODI04,Samuele Rodighiero,3
93,2008SIMO02,Nicolò Simone,2
,2009BOSI01,Isabella Bosia,2
,2009IOVA01,Massimiliano Iovane,2
,2011BARB03,Nicola Barbaro,2
,2011MERL01,Davide Merli,2
,2013DISA01,Edoardo Disarò,2
,2013GAND02,Roland Gandini,2
,2014PIZZ02,Christian Pizzasegola,2
,2014SAVI02,Leonardo Savi,2
,2015BIAN03,Pietro Bianco,2
,2015CHIA01,Michele Chiaravalloti,2
,2015CHIA08,Fabio Chiarini,2
,2015LONG06,Stefano Dalla Longa,2
,2016BARA08,Federico Baravalle,2
,2016BATT04,Alberto Batti,2
,2016BRIG01,Claudia Brighina,2
,2016CELA01,Davide Celano,2
,2016CIOL01,Andrea Ciolfi,2
,2016COST17,Antonio Costetti,2
,2016CUFA01,Martin Cufar,2
,2016GIUD01,Angelo Pio Lo Giudice,2
,2016GULI02,Salvatore Gulisano,2
,2016LOBI01,Arcangelo Lobianco,2
,2016MART90,Maria Giovanna Martello,2
,2016PORE01,Edoardo Porena,2
,2016RACI03,Riccardo Raciti,2
,2016RACI04,Roberto Raciti,2
,2017AGAT03,Tiziano Arcifa Agatino,2
,2017BARI03,Silvia Boscolo Bariga,2
,2017BEZZ01,Giovanni Bezzetto,2
,2017CALA07,Alessandro Calanna,2
,2017CATA05,Gabriele Catarsi,2
,2017CUTR01,Simone Cutrona,2
,2017FEBB01,Giuseppe Di Febbraro,2
,2017GUAL02,Leonardo Gualandris,2
,2017LAMO01,Emanuele Lamon,2
,2017MARU06,Andrea Marucci,2
,2017MORE27,Daniele Moretti,2
,2017PATR08,Aris Patronis,2
,2017RICC03,Edoardo Ricci,2
,2017ZANN01,Gabriele Zanni,2
,2017ZARA02,Leonardo Zara,2
,2018ARNA02,Andrea Arnau,2
,2018BAST03,Michele Bastione,2
,2018BENE03,Gabriele Benenati,2
,2018CALA03,Fabio Calamati,2
,2018CAMP06,Andrea Campisi,2
,2018CANO06,Simone Canova,2
,2018CAPP02,Marco Cappiello,2
,2018CARE01,Carlo Carello,2
,2018CATT01,Edoardo Cattivera,2
,2018CENT02,Giovanni Centili,2
,2018CIAR01,Lorenzo Ciarlatani,2
,2018CIMM01,Alberto Cimmino,2
,2018CION01,Davide Cioni,2
,2018COLA02,Alberto Colautti,2
,2018CUSC01,Lorenzo Giovanni Cuscani,2
,2018DONI01,Dario Doninger,2
,2018FARO01,Angelo Alfio Faro,2
,2018FORL01,Nicola Forlai,2
,2018GARC53,Luigi Garcea,2
,2018GARZ02,Simone Garzarella,2
,2018GIAC01,Giovanni Giacalone,2
,2018GIAN01,Gabriele Giandinoto,2
,2018GULM01,Fabio Gulmini,2
,2018LACA03,Daniele Lacalamita,2
,2018MART74,Matteo Martino,2
,2018MARZ03,Francesca Marziano,2
,2018MASC03,Filippo Mascheretti,2
,2018MASC04,Valerio Mascelloni,2
,2018NANN03,Alessio Nannucci,2
,2018PAOL01,Riccardo Paoli,2
,2018PAPP02,Andrea Pappalardo,2
,2018PICC01,Aleandro Francesco Piccione,2
,2018PISU01,Stefania Pisu,2
,2018RAND05,Leonardo Randacio,2
,2018RAUS02,Simone Rauso,2
,2018RICC02,Alessandro Ricci,2
,2018RIMI01,Flavio Rimi,2
,2018RUSS07,Salvatore Russo,2
,2018SAGG01,Enrico Saggiorato,2
,2018SANG05,Davide Sangalli,2
,2018SCAL03,Piernicola Scalzi,2
,2018SCOG01,Lorenzo Scognamiglio,2
,2018SENA03,Tommaso Senatori,2
,2018SPIN01,Samuele Spina,2
,2018TOLO01,Raffaele Tolomelli,2
,2018TOVO01,Tommaso Tovoli,2
,2018VENT05,Lorenzo Venturi,2
,2018VITA01,Alessio Vitale,2
,2018ZAGO01,Claudia Zago,2
