#,WCAid,Nome,Oro,Argento,Bronzo,Totale
1,2011TRON02,Sebastiano Tronto,5,1,0,6
2,2014MAUR06,Lorenzo Mauro,4,3,0,7
3,2009COLO03,Matteo Colombo,2,0,2,4
4,2019RIGO01,Mattia Rigo,1,2,1,4
5,2008CIRN01,Fabrizio Cirnigliaro,1,1,2,4
6,2008DELU01,Filippo De Lucchi,1,0,0,1
,2008ROSS01,Paolo Rosson,1,0,0,1
,2009LEVR01,Marco Levrero,1,0,0,1
9,2014BENT02,Roberto Bentivoglio,0,2,1,3
10,2009DIMP01,Mariano D'Imperio,0,2,0,2
11,2022RIPO01,Riccardo Ripoldi,0,1,1,2
12,2013SOLI02,Alessandro Solito,0,1,0,1
,2017MUZI01,Andrea Muzii,0,1,0,1
14,2015CITT01,Marco Edoardo Cittar,0,0,2,2
15,2009CONT01,Giovanni Contardi,0,0,1,1
,2009GIOR01,Nicola Giordani,0,0,1,1
,2011MONT02,Kevin Montano,0,0,1,1
,2019PAOL02,Federico De Paoli,0,0,1,1
,2021NICO02,Francesco Nicoletti,0,0,1,1
