#,WCAid,Nome,Oro,Argento,Bronzo,Totale
1,2009SANT01,Simone Santarsiero,2,2,1,5
2,2009ROTA01,Marco Rota,2,0,0,2
3,2009DIMP01,Mariano D'Imperio,1,2,1,4
4,2011BARB03,Nicola Barbaro,1,1,1,3
5,2009CAIM01,Danilo Caimano,0,1,0,1
6,2012NICO02,Alessandro Nicolì,0,0,2,2
7,2010PAUL02,Cesare Paulin,0,0,1,1
