#,WCAid,Nome,Oro,Argento,Bronzo,Totale
1,2009IOVA01,Massimiliano Iovane,4,0,0,4
2,2013FURL01,Mattia Furlan,3,0,0,3
,2017BRAS01,Luca Brasini,3,0,0,3
4,2007POLI01,Lorenzo Vigani Poli,1,2,2,5
5,2016GAMM01,Vincenzo Maria Gammino,1,1,1,3
6,2008SIMO01,Riccardo Simone,1,1,0,2
7,2021MARI04,Paolo Marino,1,0,1,2
8,2009CONT01,Giovanni Contardi,0,4,1,5
9,2018CENT02,Giovanni Centili,0,2,0,2
10,2016GASP01,Pietro Gasparetto,0,1,1,2
,2019SART01,Daniel Sartori,0,1,1,2
12,2013DISA01,Edoardo Disarò,0,1,0,1
,2014MAUR06,Lorenzo Mauro,0,1,0,1
14,2009MORI05,Paolo Moriello,0,0,3,3
15,2009ROTA01,Marco Rota,0,0,1,1
,2010VESC01,Gianluca Veschi,0,0,1,1
,2015MANN02,Marco Manno,0,0,1,1
,2016BATT05,Anna Battistini,0,0,1,1
