#,WCAid,Nome,Oro,Argento,Bronzo,Totale
1,2008BRAN01,Filippo Brancaleoni,3,0,0,3
2,2009SANT01,Simone Santarsiero,1,2,0,3
3,2008VIGA01,Giacomo Vigani,1,0,1,2
4,2007SCIB01,Emanuele Scibilia,1,0,0,1
5,2007POLI01,Lorenzo Vigani Poli,0,2,1,3
6,2006BINE01,Matteo Binello,0,1,0,1
,2011CECC01,Miriana Cecchi,0,1,0,1
8,2007RIGO01,Ilaria Rigolon,0,0,1,1
,2009CAIM01,Danilo Caimano,0,0,1,1
,2009MORI05,Paolo Moriello,0,0,1,1
