#,WCAid,Nome,Oro,Argento,Bronzo,Totale
1,2016GAMM01,Vincenzo Maria Gammino,25,21,13,59
2,2021MARI04,Paolo Marino,25,6,3,34
3,2013FURL01,Mattia Furlan,18,2,0,20
4,2009IOVA01,Massimiliano Iovane,10,3,1,14
5,2018CENT02,Giovanni Centili,10,1,2,13
6,2017BRAS01,Luca Brasini,7,10,5,22
7,2019SART01,Daniel Sartori,4,10,8,22
8,2007POLI01,Lorenzo Vigani Poli,2,7,9,18
9,2009MORI05,Paolo Moriello,2,3,4,9
,2021SALE01,Sofia Saletnich,2,3,4,9
11,2018RIMI01,Flavio Rimi,2,3,2,7
12,2010SARD01,Andrea Lo Sardo,2,1,0,3
13,2008SIMO01,Riccardo Simone,1,4,3,8
14,2013DISA01,Edoardo Disarò,1,2,5,8
15,2014MAUR06,Lorenzo Mauro,1,2,4,7
16,2009CONT01,Giovanni Contardi,0,4,6,10
17,2015MANN02,Marco Manno,0,3,2,5
18,2016GASP01,Pietro Gasparetto,0,3,0,3
19,2022MANT03,Alberto Mantovani,0,2,6,8
20,2009ROTA01,Marco Rota,0,2,1,3
,2022CHIA13,Federico Chiarello,0,2,1,3
22,2019CORO04,Giacomo Daniele Corò,0,1,7,8
23,2009BEVA01,Stefano Bevacqua,0,1,2,3
,2021NARB01,Dario Angelo Narbone,0,1,2,3
25,2009DIMP01,Mariano D'Imperio,0,1,1,2
,2009PROV01,Matteo Provasi,0,1,1,2
,2017TENU01,Enrico Tenuti,0,1,1,2
,2021ZANG01,Alessandro Zangolini,0,1,1,2
29,2008BRAN01,Filippo Brancaleoni,0,1,0,1
,2010FRAN04,Mattia Francardi,0,1,0,1
,2019GIOR02,Marco Giordano,0,1,0,1
,2021PARO01,Matteo Parodi,0,1,0,1
,2023PASS02,Alessio Passerini,0,1,0,1
34,2012CANT02,Simone Cantarelli,0,0,6,6
35,2010VESC01,Gianluca Veschi,0,0,2,2
,2012NICO02,Alessandro Nicolì,0,0,2,2
,2013TRAM03,Giovanni Tramontano,0,0,2,2
,2017DUMM01,Matteo Dummar,0,0,2,2
39,2009KASE02,Christian Kaserer,0,0,1,1
,2009MASI01,Federico Masilunas,0,0,1,1
,2013MANO03,Alessandro Manopulo,0,0,1,1
,2015PERU02,Vittorio Maria Perucatti,0,0,1,1
,2016FURB01,Pietro Furbatto,0,0,1,1
,2016PAOL01,Damiano Di Paola,0,0,1,1
,2018ARNE04,Davide Arnesano,0,0,1,1
,2021PAND01,Alessio Pandin,0,0,1,1
,2022MACC01,Evan Maccagnan,0,0,1,1
,2023EMIL02,Matteo Emiliani,0,0,1,1
